TimeStamp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
303616.4551,1.52173913,10.9673913,2.032608696,-1.770992366,1.664122137,0.519083969
303636.4441,1.47826087,10.98913043,2.076086957,-1.312977099,1.496183206,0.671755725
303656.4331,1.423913043,11.07608696,2.086956522,-1.267175573,1.374045802,0.610687023
303676.4221,1.369565217,11.06521739,2.086956522,-2.702290076,0.687022901,0.427480916
303696.4111,1.456521739,11.05434783,2.119565217,-2.045801527,1.419847328,0.427480916
303716.4001,1.467391304,11.02173913,2.173913043,-1.435114504,2.061068702,0.564885496
303736.3892,1.413043478,11.02173913,2.141304348,-1.312977099,2.27480916,0.870229008
303756.3782,1.434782609,11.07608696,2.086956522,-0.992366412,1.618320611,0.213740458
303776.3672,1.510869565,11.15217391,2.010869565,-1.664122137,1.022900763,-0.076335878
303796.3562,1.456521739,11.17391304,1.956521739,-1.236641221,0.229007634,-0.27480916
303816.3452,1.5,10.85869565,2.010869565,-0.748091603,1.984732824,0.473282443
303836.3342,1.47826087,10.98913043,2.065217391,-0.854961832,2,0.519083969
303856.3232,1.565217391,11.08695652,2.217391304,-1.58778626,2.839694656,0.030534351
303876.3123,1.543478261,11.01086957,2.119565217,0.305343511,1.496183206,0.015267176
303896.3013,1.565217391,11.01086957,2.130434783,-0.549618321,0.977099237,0.335877863
303916.2903,1.510869565,11.05434783,2.119565217,-0.961832061,0.93129771,0.473282443
303936.2793,1.52173913,11.05434783,2.130434783,-2.427480916,1.129770992,0.305343511
303956.2683,1.510869565,11.01086957,2.152173913,-0.519083969,0.122137405,0.061068702
303976.2573,1.467391304,11,2.25,-1.160305344,2.198473282,0.259541985
303996.2463,1.5,10.97826087,2.206521739,0.41221374,2.091603053,0.122137405
304016.2354,1.5,11.11956522,2.206521739,-0.93129771,1.083969466,0.564885496
304036.2244,1.510869565,10.89130435,2.163043478,-0.79389313,0.946564885,0.687022901
304056.2134,1.489130435,10.91304348,2.097826087,-1.099236641,0.687022901,0.870229008
304076.2024,1.510869565,11.01086957,2.184782609,-1.664122137,1.832061069,0.580152672
304096.1914,1.5,10.98913043,2.152173913,-1.267175573,2.396946565,0.946564885
304116.1804,1.510869565,11.04347826,2.119565217,-0.916030534,1.465648855,0.671755725
304136.1694,1.52173913,11.07608696,2.108695652,-0.900763359,0.534351145,0.625954198
304156.1584,1.434782609,11.20652174,2.086956522,-0.442748092,-0.65648855,-0.259541985
304176.1475,1.510869565,10.82608696,2.108695652,-1.633587786,1.465648855,0
304196.1365,1.532608696,10.93478261,2.119565217,-0.183206107,1.404580153,0.641221374
304216.1255,1.565217391,11.07608696,2.25,-1.496183206,2.702290076,0.290076336
304236.1145,1.554347826,11.0326087,2.097826087,0.824427481,1.022900763,0.488549618
304256.1035,1.467391304,11.05434783,2.054347826,-0.396946565,-0.061068702,0.41221374
304276.0925,1.467391304,11.10869565,2.108695652,-0.488549618,0.427480916,0.015267176
304296.0815,1.554347826,10.95652174,2.141304348,-0.778625954,1.251908397,0.488549618
304316.0706,1.586956522,11,2.108695652,-1.099236641,1.832061069,0.396946565
304336.0596,1.565217391,10.97826087,2.239130435,-0.79389313,2.259541985,0.335877863
304356.0486,1.5,11,2.206521739,-0.167938931,2.671755725,0.41221374
304376.0376,1.5,11,2.076086957,-0.351145038,2.015267176,0.625954198
304396.0266,1.5,11.0326087,2.086956522,-1.374045802,1.801526718,1.175572519
304416.0156,1.52173913,11.02173913,2.097826087,-1.419847328,1.877862595,1.129770992
304436.0046,1.510869565,11.10869565,2.173913043,-1.816793893,1.770992366,0.687022901
304455.9937,1.532608696,11.09782609,2.141304348,-1.648854962,1.374045802,0.473282443
304475.9827,1.434782609,11,2.032608696,1.160305344,-0.061068702,0.091603053
304495.9717,1.5,11.05434783,2.130434783,-0.65648855,0.534351145,-0.061068702
304515.9607,1.510869565,11.01086957,2.086956522,0.229007634,0.106870229,0.122137405
304535.9497,1.52173913,11.01086957,2.119565217,-0.305343511,-0.625954198,0.122137405
304555.9387,1.586956522,10.93478261,2.119565217,0.045801527,-0.061068702,0.076335878
304575.9277,1.565217391,10.9673913,2.152173913,0.152671756,0.79389313,0.473282443
304595.9167,1.543478261,11.04347826,2.206521739,-0.549618321,0.503816794,0.564885496
304615.9058,1.554347826,11.05434783,2.141304348,-0.503816794,0.106870229,0.259541985
304635.8948,1.543478261,11.06521739,2.173913043,-0.305343511,0.900763359,0.015267176
304655.8838,1.5,11.01086957,2.130434783,-0.27480916,0.870229008,-0.015267176
304675.8728,1.423913043,10.9673913,2.097826087,-0.030534351,0.916030534,0.198473282
304695.8618,1.445652174,11.01086957,2.054347826,-0.335877863,1.06870229,0.183206107
304715.8508,1.434782609,11.0326087,2.065217391,-1.114503817,1.282442748,0.564885496
304735.8398,1.489130435,11.02173913,2.065217391,-1.114503817,0.900763359,0.198473282
304755.8289,1.456521739,11.04347826,2.010869565,-0.671755725,0.396946565,0.030534351
304775.8179,1.5,11.04347826,2.010869565,-0.213740458,0.473282443,-0.015267176
304795.8069,1.510869565,11.0326087,2.054347826,-0.763358779,1.145038168,0.045801527
304815.7959,1.532608696,11.05434783,2.206521739,-0.870229008,1.694656489,0.015267176
304835.7849,1.630434783,11.01086957,2.195652174,-1.526717557,3.175572519,-0.213740458
304855.7739,1.684782609,10.98913043,1.989130435,-0.488549618,4.381679389,-0.458015267
304875.7629,1.695652174,10.98913043,1.923913043,0.763358779,3.58778626,-0.65648855
304895.752,1.695652174,11.04347826,1.913043478,1.877862595,3.969465649,-0.564885496
304915.741,1.706521739,11.01086957,1.967391304,1.328244275,5.893129771,-0.41221374
304935.73,1.739130435,10.94565217,1.891304348,1.145038168,7.618320611,0.748091603
304955.719,1.77173913,10.92391304,1.913043478,2.183206107,8.977099237,1.099236641
304975.708,1.858695652,11.02173913,1.891304348,3.877862595,10.85496183,0.65648855
304995.697,1.97826087,11.07608696,1.836956522,5.511450382,13.38931298,0.610687023
305015.686,1.945652174,11.14130435,1.847826087,5.129770992,14.39694656,0.992366412
305035.675,1.760869565,11.01086957,1.869565217,3.908396947,13.48091603,1.404580153
305055.6641,1.663043478,10.90217391,1.77173913,3.450381679,13.09923664,2.106870229
305075.6531,1.75,10.86956522,1.695652174,3.72519084,13.90839695,2.213740458
305095.6421,1.739130435,10.76086957,1.608695652,7.770992366,12.10687023,1.083969466
305115.6311,1.684782609,10.72826087,1.554347826,10.7480916,10.5648855,-0.091603053
305135.6201,1.663043478,10.72826087,1.543478261,11.96946565,8.702290076,-1.801526718
305155.6091,1.619565217,10.81521739,1.576086957,12.30534351,7.832061069,-2.290076336
305175.5981,1.423913043,11.07608696,1.673913043,11.63358779,4.595419847,-3.129770992
305195.5872,1.282608696,11.30434783,1.836956522,9.419847328,2.290076336,-4.091603053
305215.5762,1.391304348,11.34782609,1.815217391,8.854961832,-0.076335878,-4.900763359
305235.5652,1.576086957,11.11956522,1.52173913,11.22137405,-2.244274809,-5.816793893
305255.5542,1.565217391,10.98913043,1.163043478,14.39694656,-7.236641221,-7.251908397
305275.5432,1.260869565,10.90217391,1.097826087,16.03053435,-11.09923664,-8.152671756
305295.5322,0.923913043,10.80434783,1.152173913,15.92366412,-13.41984733,-8.595419847
305315.5212,0.597826087,10.85869565,1.293478261,13.98473282,-18.39694656,-7.709923664
305335.5103,0.184782609,10.9673913,1.445652174,13.70992366,-30.47328244,-7.480916031
305355.4993,0.010869565,11.11956522,1.576086957,12.70229008,-38.39694656,-6.580152672
305375.4883,-0.054347826,11.29347826,1.673913043,6.076335878,-37.72519084,-4.41221374
305395.4773,0.565217391,11.17391304,1.956521739,-1.374045802,-29.03816794,-0.870229008
305415.4663,1.130434783,11.22826087,2.22826087,-4.595419847,-21.80152672,0.687022901
305435.4553,1.467391304,11.43478261,2.27173913,-5.984732824,-17.9389313,0.977099237
305455.4443,1.282608696,11.5326087,2.217391304,-7.160305344,-13.89312977,0.992366412
305475.4333,0.793478261,11.45652174,2.054347826,-10.38167939,-10.13740458,1.083969466
305495.4224,-0.032608696,11.45652174,1.782608696,-7.190839695,-12.80916031,0.534351145
305515.4114,-0.22826087,11.06521739,1.836956522,-16.79389313,-7.236641221,2.824427481
305535.4004,-0.141304348,10.5326087,1.945652174,-21.06870229,-4.946564885,6.183206107
305555.3894,0.22826087,10.34782609,2.086956522,-23.9389313,-2.244274809,7.709923664
305575.3784,0.782608696,10.2826087,2.163043478,-22.48854962,3.007633588,9.374045802
305595.3674,1.282608696,10.55434783,1.836956522,-19.22137405,8.79389313,9.480916031
305615.3564,1.630434783,10.41304348,1.554347826,-16.0610687,11.78625954,8.977099237
305635.3455,1.673913043,10.41304348,1.304347826,-8.519083969,12.54961832,10.33587786
305655.3345,1.293478261,11.0326087,1.239130435,-8.244274809,14.97709924,12.29007634
305675.3235,1.206521739,11.27173913,0.836956522,-5.893129771,15.19083969,13.66412214
305695.3125,1.619565217,11.5,0.576086957,0.503816794,15.92366412,12.45801527
305715.3015,2.119565217,11.56521739,0.782608696,5.72519084,18.94656489,11.72519084
305735.2905,2.5,11.22826087,1.326086957,6.885496183,24.70229008,11.58778626
305755.2795,2.663043478,10.5,1.858695652,4.885496183,33.80152672,12.5648855
305775.2686,2.739130435,9.619565217,2.489130435,0.732824427,48.87022901,13.46564885
305795.2576,2.989130435,9.858695652,2.554347826,3.022900763,59.35877863,15.75572519
305815.2466,3.239130435,10.84782609,2.402173913,5.908396947,63.81679389,16.90076336
305835.2356,3.195652174,11.79347826,2.27173913,10.51908397,60.80916031,16.65648855
305855.2246,2.804347826,12.30434783,1.989130435,11.77099237,57.96946565,13.41984733
305875.2136,2.27173913,12,1.847826087,7.221374046,56.10687023,10.61068702
305895.2026,1.97826087,11.31521739,1.913043478,1.450381679,62.93129771,12
305915.1917,2.119565217,11.06521739,1.760869565,-1.34351145,70.0610687,15.52671756
305935.1807,2.326086957,10.73913043,1.47826087,-0.442748092,74.82442748,17.3129771
305955.1697,2.22826087,10.72826087,1.423913043,2.381679389,77.80152672,14.64122137
305975.1587,2.043478261,10.97826087,1.641304348,-0.015267176,77.81679389,9.541984733
305995.1477,1.891304348,10.91304348,1.815217391,1.374045802,73.29770992,4.213740458
306015.1367,1.782608696,10.82608696,1.880434783,6.091603053,64.01526718,2.13740458
306035.1257,1.576086957,11.06521739,2.141304348,6.977099237,51.48091603,0.916030534
306055.1147,1.358695652,11.13043478,2.043478261,5.72519084,34.91603053,1.938931298
306075.1038,1.239130435,11.29347826,1.880434783,5.908396947,21.3129771,2.564885496
306095.0928,1.336956522,11.54347826,2,-1.358778626,11.70992366,1.877862595
306115.0818,2.02173913,11.44565217,1.967391304,-4.809160305,2.549618321,-0.015267176
306135.0708,2.652173913,10.92391304,2.032608696,-5.679389313,-5.282442748,0.366412214
306155.0598,2.77173913,10.81521739,1.858695652,1.496183206,-16.42748092,-1.114503817
306175.0488,2.75,10.65217391,1.717391304,0.076335878,-20.41221374,0.229007634
306195.0378,2.913043478,10.5,1.532608696,10.85496183,-22.24427481,0.854961832
306215.0269,3.22826087,10.54347826,1.543478261,18.50381679,-21.90839695,1.389312977
306235.0159,3.717391304,10.31521739,1.163043478,25.03816794,-25.54198473,1.328244275
306255.0049,3.695652174,10.25,0.72826087,37.20610687,-34.97709924,1.938931298
306274.9939,2.880434783,10.57608696,0.532608696,42.44274809,-44.6259542,5.20610687
306294.9829,1.945652174,10.76086957,0.336956522,38.44274809,-48.04580153,12.24427481
306314.9719,1.5,10.45652174,-0.163043478,36.42748092,-51.72519084,18.5648855
306334.9609,1.554347826,10.32608696,-0.163043478,40.29007634,-62.97709924,20.35114504
306354.95,1.934782609,10.34782609,0.163043478,35.69465649,-75.98473282,15.46564885
306374.939,2.173913043,10.19565217,0.184782609,33.06870229,-85.58778626,4.488549618
306394.928,2.25,9.739130435,-0.543478261,36.39694656,-88.44274809,-4.244274809
306414.917,1.934782609,9.25,-1.304347826,47.64885496,-94.7480916,-9.06870229
306434.906,1.847826087,9.47826087,-1.576086957,48.87022901,-100.2137405,-10.13740458
306454.895,1.673913043,9.152173913,-1.652173913,44.48854962,-99.06870229,-15.78625954
306474.884,1.52173913,9.423913043,-1.52173913,51.52671756,-104.6564885,-19.4351145
306494.873,1.836956522,9.27173913,-1.619565217,50.24427481,-106.5343511,-19.96946565
306514.8621,2.304347826,9.130434783,-1.641304348,50.38167939,-106.2137405,-22
306534.8511,2.826086957,8.641304348,-1.543478261,57.9389313,-104.3664122,-20.90076336
306554.8401,2.989130435,8.565217391,-0.684782609,76.38167939,-100.2748092,-20.65648855
306574.8291,2.402173913,9.206521739,0.510869565,95.09923664,-93.89312977,-20.76335878
306594.8181,1.467391304,10.06521739,1.02173913,97.95419847,-83.06870229,-26.16793893
306614.8071,1.260869565,11.32608696,0.510869565,88.48854962,-65.74045802,-28.30534351
306634.7961,1.391304348,11.61956522,-0.434782609,88.33587786,-35.20610687,-24.16793893
306654.7852,0.77173913,10.75,-2.836956522,151.0687023,7.236641221,-19.8778626
306674.7742,-1,10.04347826,-5,232.5343511,36.83969466,-10.82442748
306694.7632,-2.369565217,10.56521739,-4.934782609,248.9007634,18.38167939,1.282442748
306714.7522,-0.77173913,11.22826087,-2.934782609,209.2824427,-0.290076336,1.511450382
306734.7412,1.586956522,9.163043478,-1.652173913,150.6870229,4.625954198,-12.32061069
306754.7302,2.782608696,6,-1.597826087,135.2061069,3.480916031,-36.39694656
306774.7192,2.336956522,4.347826087,-1.891304348,138.8244275,-3.801526718,-55.40458015
306794.7083,-0.163043478,5.630434783,-1.467391304,122.2290076,-7.755725191,-64.25954198
306814.6973,-0.260869565,5.217391304,-2.206521739,131.6183206,-0.534351145,-62.97709924
306834.6863,-0.510869565,4.847826087,-4,204.0152672,8.152671756,-49.96946565
306854.6753,-0.836956522,5.72826087,-6.010869565,263.9389313,28.77862595,-36.80916031
306874.6643,-0.902173913,6.336956522,-6.706521739,257.8931298,50.87022901,-17.57251908
306894.6533,-0.260869565,5.97826087,-6.184782609,210,43.05343511,8.732824427
306914.6423,0.804347826,5.576086957,-5.336956522,151.8320611,27.02290076,15.49618321
306934.6313,1.402173913,3.913043478,-4.77173913,115.8015267,9.099236641,7.374045802
306954.6204,1.043478261,3.086956522,-5.369565217,99.34351145,-6.717557252,-11.9389313
306974.6094,-0.152173913,2.597826087,-5.5,97.26717557,-5.236641221,-24.03053435
306994.5984,-0.130434783,2.282608696,-6.804347826,123.9694656,11.64885496,-31.86259542
307014.5874,-0.554347826,2.076086957,-7.858695652,130.259542,20.77862595,-35.2519084
307034.5764,-0.195652174,2.02173913,-8.173913043,113.6335878,21.19083969,-28.39694656
307054.5654,0.119565217,2.489130435,-7.793478261,72.58015267,21.72519084,-27.11450382
307074.5544,0.239130435,1.467391304,-6.913043478,50.47328244,17.41984733,-28.18320611
307094.5435,0.326086957,0.260869565,-6.445652174,42.50381679,-6.183206107,-31.23664122
307114.5325,-0.369565217,-0.086956522,-6.413043478,48.59541985,-15.95419847,-32.90076336
307134.5215,-0.684782609,0.097826087,-7.152173913,38.51908397,-16.04580153,-30.6870229
307154.5105,-0.663043478,0.576086957,-7.489130435,17.32824427,-10.54961832,-25.03816794
307174.4995,-0.673913043,1.402173913,-7.5,-3.221374046,-12.27480916,-14.38167939
307194.4885,-0.445652174,1.847826087,-7.163043478,-18.87022901,-18.61068702,-0.900763359
307214.4775,0.358695652,2,-7.369565217,-29.35877863,-25.49618321,13.34351145
307234.4666,0.717391304,1.923913043,-7.695652174,-44.67175573,-23.63358779,22.83969466
307254.4556,1.086956522,1.684782609,-7.77173913,-59.38931298,-14.18320611,26.73282443
307274.4446,0.663043478,1.304347826,-7.532608696,-71.03816794,-8.916030534,25.00763359
307294.4336,0.456521739,1.304347826,-7.413043478,-77.32824427,-5.633587786,28.18320611
307314.4226,0.663043478,1.77173913,-7.47826087,-83.95419847,-1.160305344,30.29007634
307334.4116,1.141304348,2.184782609,-7.326086957,-91.61832061,9.221374046,31.72519084
307354.4006,1.163043478,2.619565217,-6.619565217,-98.70229008,16.32061069,31.61832061
307374.3896,1.163043478,3.065217391,-6.173913043,-103.2977099,20.80916031,32.71755725
307394.3787,0.934782609,3.902173913,-5.891304348,-104.4274809,21.92366412,34.51908397
307414.3677,1.260869565,4.22826087,-6.119565217,-108.0152672,21.4351145,35.61832061
307434.3567,1.456521739,4.641304348,-6.576086957,-115.8625954,21.09923664,35.02290076
307454.3457,1.315217391,4.836956522,-6.576086957,-123.4503817,23.92366412,33.54198473
307474.3347,1.152173913,5.22826087,-6.304347826,-129.5419847,28.44274809,33.46564885
307494.3237,1.130434783,5.260869565,-6.347826087,-133.0381679,29.35877863,31.26717557
307514.3127,0.760869565,5.402173913,-6.641304348,-130.7938931,22.58015267,28.29007634
307534.3018,0.054347826,5.673913043,-6.945652174,-122.1984733,15.48091603,27.11450382
307554.2908,-0.304347826,5.913043478,-7.608695652,-116.9770992,11.00763359,27.45038168
307574.2798,-0.010869565,6.206521739,-7.72826087,-120.3816794,11.48091603,26.45801527
307594.2688,0.380434783,6.815217391,-7.826086957,-118.4427481,6.946564885,24.53435115
307614.2578,0.576086957,7.326086957,-7.945652174,-113.1908397,-1.816793893,23.83206107
307634.2468,0.576086957,7.510869565,-7.826086957,-109.6793893,-7.328244275,24.29007634
307654.2358,0.858695652,8.108695652,-6.760869565,-112.2442748,-6.106870229,27.38931298
307674.2249,1.532608696,8.391304348,-5.77173913,-116.1679389,-0.229007634,31.4351145
307694.2139,1.815217391,8.989130435,-5.152173913,-118.3816794,2.900763359,30.88549618
307714.2029,1.619565217,9.576086957,-4.5,-122.5343511,-1.053435115,31.34351145
307734.1919,1.793478261,10.11956522,-3.826086957,-130.2137405,-7.251908397,31.60305344
307754.1809,2.097826087,10.84782609,-3.608695652,-145.8931298,-12.38167939,32.71755725
307774.1699,2.413043478,10.77173913,-3.108695652,-163.5877863,-12.93129771,34.03053435
307794.1589,2.5,11.20652174,-2.641304348,-178.3969466,-9.648854962,32.44274809
307814.1479,2.217391304,10.27173913,-2.25,-193.3740458,-7.603053435,31.28244275
307834.137,2.010869565,10.02173913,-1.206521739,-204.6259542,-4.519083969,32.76335878
307854.126,1.760869565,9.782608696,-0.315217391,-193.1908397,-2.061068702,35.52671756
307874.115,1.543478261,9.195652174,-0.141304348,-161.6030534,5.954198473,32.09160305
307894.104,1.858695652,9.673913043,0.184782609,-127.0076336,10.03053435,29.72519084
307914.093,1.880434783,10.0326087,0.510869565,-118.4580153,10.1221374,27.61832061
307934.082,1.934782609,10.11956522,0.815217391,-102.7938931,9.832061069,23.05343511
